entrez_gene_id	symbol	in_space_i	in_space_ii	in_space_iii	in_space_delta
5554	PRH1	0	1	1	0
5555	PRH2	0	0	1	0
5557	PRIM1	1	1	1	0
5558	PRIM2	0	1	1	0
5562	PRKAA1	0	1	1	0
5563	PRKAA2	0	1	1	0
5564	PRKAB1	0	0	1	0
5565	PRKAB2	0	1	1	0
5566	PRKACA	0	0	1	0
5567	PRKACB	1	1	1	0
5568	PRKACG	1	1	1	0
5569	PKIA	0	1	1	0
5570	PKIB	0	1	1	0
5571	PRKAG1	1	1	1	0
5573	PRKAR1A	1	1	1	0
5575	PRKAR1B	0	0	1	0
5576	PRKAR2A	1	1	1	0
5577	PRKAR2B	0	1	1	0
5578	PRKCA	0	1	1	0
5579	PRKCB	1	1	1	0
5580	PRKCD	0	1	1	0
5581	PRKCE	0	1	1	0
5582	PRKCG	0	1	1	0
5583	PRKCH	1	1	1	0
5584	PRKCI	1	1	1	0
5585	PKN1	1	1	1	0
5586	PKN2	0	1	1	0
5587	PRKD1	0	0	1	0
5588	PRKCQ	0	1	1	0
5589	PRKCSH	1	1	1	0
5590	PRKCZ	1	1	1	0
5592	PRKG1	0	1	1	0
5593	PRKG2	0	0	1	0
5594	MAPK1	0	0	1	0
5595	MAPK3	0	0	1	0
5596	MAPK4	0	1	1	0
5597	MAPK6	1	1	1	0
5598	MAPK7	1	1	1	0
5599	MAPK8	0	1	1	0
5600	MAPK11	1	1	1	0
5601	MAPK9	1	1	1	0
5602	MAPK10	0	1	1	0
5603	MAPK13	1	1	1	0
5604	MAP2K1	0	1	1	0
5605	MAP2K2	1	1	1	0
5606	MAP2K3	1	1	1	0
5607	MAP2K5	1	1	1	0
5608	MAP2K6	1	1	1	0
5609	MAP2K7	1	1	1	0
5610	EIF2AK2	0	0	1	0
5611	DNAJC3	1	1	1	0
5612	PRKRIR	1	1	1	0
5613	PRKX	0	0	1	0
5616	PRKY	0	0	1	0
5617	PRL	0	1	1	0
5618	PRLR	0	0	1	0
5619	PRM1	1	1	1	0
5620	PRM2	1	1	1	0
5621	PRNP	1	1	1	0
5623	PSPN	0	0	1	0
5624	PROC	1	1	1	0
5625	PRODH	0	1	1	0
5626	PROP1	0	0	1	0
5627	PROS1	1	1	1	0
5629	PROX1	0	0	1	0
5630	PRPH	1	1	1	0
5631	PRPS1	1	1	1	0
5634	PRPS2	0	1	1	0
5635	PRPSAP1	1	1	1	0
5636	PRPSAP2	0	0	1	0
5638	PRRG1	0	1	1	0
5639	PRRG2	0	1	1	0
5641	LGMN	1	1	1	0
5644	PRSS1	0	1	1	0
5645	PRSS2	1	1	1	0
5646	PRSS3	0	1	1	0
5648	MASP1	0	1	1	0
5650	KLK7	1	1	1	0
5651	TMPRSS15	0	1	1	0
5652	PRSS8	0	0	1	0
5653	KLK6	1	1	1	0
5655	KLK10	1	1	1	0
5657	PRTN3	0	1	1	0
5660	PSAP	1	1	1	0
5662	PSD	0	1	1	0
5663	PSEN1	1	1	1	0
5664	PSEN2	1	1	1	0
5669	PSG1	0	1	1	0
5670	PSG2	0	1	1	0
5671	PSG3	1	1	1	0
5672	PSG4	1	1	1	0
5673	PSG5	1	1	1	0
5675	PSG6	0	1	1	0
5678	PSG9	0	1	1	0
5680	PSG11	0	1	1	0
5681	PSKH1	0	0	1	0
5682	PSMA1	1	1	1	0
5683	PSMA2	0	1	1	0
5684	PSMA3	1	1	1	0
5685	PSMA4	1	1	1	0
5686	PSMA5	0	1	1	0
5687	PSMA6	1	1	1	0
5688	PSMA7	0	0	1	0
5689	PSMB1	1	1	1	0
5690	PSMB2	1	1	1	0
5691	PSMB3	1	1	1	0
5692	PSMB4	1	1	1	0
5693	PSMB5	0	1	1	0
5694	PSMB6	0	0	1	0
5695	PSMB7	1	1	1	0
5696	PSMB8	0	0	1	0
5697	PYY	0	0	1	0
5698	PSMB9	0	1	1	0
5699	PSMB10	1	1	1	0
5700	PSMC1	1	1	1	0
5701	PSMC2	1	1	1	0
5702	PSMC3	0	1	1	0
5704	PSMC4	1	1	1	0
5705	PSMC5	1	1	1	0
5706	PSMC6	1	1	1	0
5707	PSMD1	0	1	1	0
5708	PSMD2	1	1	1	0
5709	PSMD3	1	1	1	0
5710	PSMD4	1	1	1	0
5711	PSMD5	1	1	1	0
5713	PSMD7	1	1	1	0
5714	PSMD8	1	1	1	0
5715	PSMD9	1	1	1	0
5716	PSMD10	1	1	1	0
5718	PSMD12	1	1	1	0
5719	PSMD13	1	1	1	0
5720	PSME1	1	1	1	0
5721	PSME2	1	1	1	0
5723	PSPH	0	1	1	0
5724	PTAFR	0	1	1	0
5725	PTBP1	1	1	1	0
5726	TAS2R38	0	0	1	0
5727	PTCH1	0	1	1	0
5728	PTEN	0	0	1	0
5729	PTGDR	0	0	1	0
5730	PTGDS	1	1	1	0
5731	PTGER1	0	0	1	0
5733	PTGER3	0	1	1	0
5734	PTGER4	0	1	1	0
5738	PTGFRN	0	0	1	0
5739	PTGIR	0	1	1	0
5740	PTGIS	0	0	1	0
5741	PTH	0	1	1	0
5742	PTGS1	0	0	1	0
5743	PTGS2	1	1	1	0
5744	PTHLH	1	1	1	0
5745	PTH1R	1	1	1	0
5746	PTH2R	0	1	1	0
5747	PTK2	1	1	1	0
5753	PTK6	0	1	1	0
5754	PTK7	0	0	1	0
5756	TWF1	0	1	1	0
5757	PTMA	1	1	1	0
5763	PTMS	1	1	1	0
5764	PTN	0	0	1	0
5768	QSOX1	1	1	1	0
5770	PTPN1	1	1	1	0
5771	PTPN2	1	1	1	0
5774	PTPN3	0	1	1	0
5775	PTPN4	1	1	1	0
5777	PTPN6	1	1	1	0
5778	PTPN7	1	1	1	0
5780	PTPN9	1	1	1	0
5781	PTPN11	1	1	1	0
5782	PTPN12	0	0	1	0
5783	PTPN13	0	0	1	0
5784	PTPN14	0	0	1	0
5786	PTPRA	1	1	1	0
5787	PTPRB	0	1	1	0
5789	PTPRD	0	1	1	0
5790	PTPRCAP	0	1	1	0
5791	PTPRE	0	1	1	0
5792	PTPRF	0	1	1	0
5793	PTPRG	0	0	1	0
5794	PTPRH	0	1	1	0
5795	PTPRJ	0	0	1	0
5796	PTPRK	0	1	1	0
5797	PTPRM	0	0	1	0
5798	PTPRN	1	1	1	0
5799	PTPRN2	0	0	1	0
5800	PTPRO	0	1	1	0
5801	PTPRR	0	1	1	0
5802	PTPRS	1	1	1	0
5805	PTS	1	1	1	0
5806	PTX3	0	0	1	0
5810	RAD1	1	1	1	0
5813	PURA	0	0	1	0
5814	PURB	0	0	1	0
5816	PVALB	0	1	1	0
5817	PVR	1	1	1	0
5818	PVRL1	0	1	1	0
5819	PVRL2	1	1	1	0
5822	PWP2	1	1	1	0
5824	PEX19	1	1	1	0
5825	ABCD3	1	1	1	0
5826	ABCD4	0	0	1	0
5827	PXMP2	1	1	1	0
5828	PEX2	1	1	1	0
5829	PXN	0	0	1	0
5830	PEX5	1	1	1	0
5831	PYCR1	1	1	1	0
5832	ALDH18A1	0	1	1	0
5833	PCYT2	1	1	1	0
5834	PYGB	1	1	1	0
5836	PYGL	0	1	1	0
5837	PYGM	0	1	1	0
5858	PZP	0	1	1	0
5859	QARS	1	1	1	0
5860	QDPR	1	1	1	0
5861	RAB1A	1	1	1	0
5862	RAB2A	1	1	1	0
5863	RGL2	1	1	1	0
5864	RAB3A	1	1	1	0
5865	RAB3B	1	1	1	0
5866	RAB3IL1	1	1	1	0
5867	RAB4A	1	1	1	0
5868	RAB5A	1	1	1	0
5869	RAB5B	0	1	1	0
5870	RAB6A	1	1	1	0
5871	MAP4K2	0	1	1	0
5872	RAB13	1	1	1	0
5873	RAB27A	0	1	1	0
5874	RAB27B	1	1	1	0
5875	RABGGTA	1	1	1	0
5876	RABGGTB	0	1	1	0
5877	RABIF	0	1	1	0
5878	RAB5C	0	1	1	0
5879	RAC1	1	1	1	0
5880	RAC2	1	1	1	0
5881	RAC3	1	1	1	0
5883	RAD9A	1	1	1	0
5884	RAD17	1	1	1	0
5885	RAD21	0	1	1	0
5886	RAD23A	1	1	1	0
5887	RAD23B	1	1	1	0
5888	RAD51	0	0	1	0
5889	RAD51C	1	1	1	0
5890	RAD51B	1	1	1	0
5891	MOK	0	1	1	0
5892	RAD51D	1	1	1	0
5893	RAD52	0	0	1	0
5894	RAF1	1	1	1	0
5896	RAG1	0	1	1	0
5897	RAG2	0	1	1	0
5898	RALA	0	0	1	0
5899	RALB	1	1	1	0
5900	RALGDS	0	0	1	0
5901	RAN	1	1	1	0
5902	RANBP1	0	0	1	0
5905	RANGAP1	1	1	1	0
5906	RAP1A	1	1	1	0
5908	RAP1B	1	1	1	0
5909	RAP1GAP	0	0	1	0
5910	RAP1GDS1	1	1	1	0
5911	RAP2A	0	0	1	0
5912	RAP2B	1	1	1	0
5913	RAPSN	1	1	1	0
5914	RARA	1	1	1	0
5915	RARB	0	1	1	0
5916	RARG	0	0	1	0
5917	RARS	1	1	1	0
5918	RARRES1	0	0	1	0
5919	RARRES2	1	1	1	0
5920	RARRES3	1	1	1	0
5921	RASA1	1	1	1	0
5923	RASGRF1	0	1	1	0
5924	RASGRF2	0	1	1	0
5925	RB1	1	1	1	0
5928	RBBP4	1	1	1	0
5929	RBBP5	0	1	1	0
5930	RBBP6	0	1	1	0
5931	RBBP7	0	1	1	0
5932	RBBP8	1	1	1	0
5933	RBL1	1	1	1	0
5934	RBL2	0	0	1	0
5935	RBM3	1	1	1	0
5936	RBM4	1	1	1	0
5937	RBMS1	1	1	1	0
5939	RBMS2	1	1	1	0
5940	RBMY1A1	0	1	1	0
5947	RBP1	0	1	1	0
5948	RBP2	0	1	1	0
5949	RBP3	0	1	1	0
5950	RBP4	0	1	1	0
5954	RCN1	1	1	1	0
5955	RCN2	0	1	1	0
5956	OPN1LW	0	0	1	0
5957	RCVRN	1	1	1	0
5959	RDH5	1	1	1	0
5961	PRPH2	0	0	1	0
5962	RDX	0	1	1	0
5965	RECQL	0	0	1	0
5966	REL	0	1	1	0
5967	REG1A	1	1	1	0
5968	REG1B	1	1	1	0
5970	RELA	1	1	1	0
5971	RELB	0	0	1	0
5972	REN	0	1	1	0
5973	RENBP	1	1	1	0
5976	UPF1	0	0	1	0
5977	DPF2	1	1	1	0
5978	REST	0	1	1	0
5979	RET	1	1	1	0
5981	RFC1	0	1	1	0
5982	RFC2	0	0	1	0
5983	RFC3	0	0	1	0
5984	RFC4	1	1	1	0
5985	RFC5	1	1	1	0
5986	RFNG	0	0	1	0
5987	TRIM27	1	1	1	0
5988	RFPL1	0	0	1	0
5990	RFX2	1	1	1	0
5991	RFX3	1	1	1	0
5992	RFX4	1	1	1	0
5993	RFX5	1	1	1	0
5994	RFXAP	0	0	1	0
5995	RGR	1	1	1	0
5996	RGS1	1	1	1	0
5997	RGS2	1	1	1	0
5998	RGS3	1	1	1	0
5999	RGS4	1	1	1	0
6000	RGS7	1	1	1	0
6001	RGS10	1	1	1	0
6002	RGS12	0	0	1	0
6003	RGS13	1	1	1	0
6004	RGS16	1	1	1	0
6005	RHAG	1	1	1	0
6006	RHCE	0	1	1	0
6007	RHD	0	0	1	0
6009	RHEB	1	1	1	0
6010	RHO	0	0	1	0
6013	RLN1	1	1	1	0
6014	RIT2	1	1	1	0
6015	RING1	1	1	1	0
6016	RIT1	0	1	1	0
6017	RLBP1	1	1	1	0
6018	RLF	0	1	1	0
6019	RLN2	0	1	1	0
6035	RNASE1	1	1	1	0
6036	RNASE2	0	0	1	0
6037	RNASE3	0	1	1	0
6038	RNASE4	1	1	1	0
6039	RNASE6	0	1	1	0
6041	RNASEL	0	1	1	0
6045	RNF2	1	1	1	0
6046	BRD2	0	1	1	0
6047	RNF4	0	0	1	0
6048	RNF5	1	1	1	0
6049	RNF6	1	1	1	0
6050	RNH1	1	1	1	0
6051	RNPEP	0	0	1	0
6059	ABCE1	0	1	1	0
6066	RNU2-1	1	1	1	0
6091	ROBO1	0	1	1	0
6092	ROBO2	0	0	1	0
6093	ROCK1	0	1	1	0
6094	ROM1	1	1	1	0
6095	RORA	1	1	1	0
6096	RORB	0	0	1	0
6097	RORC	1	1	1	0
6098	ROS1	0	0	1	0
6100	RP9	0	0	1	0
6102	RP2	0	1	1	0
6103	RPGR	1	1	1	0
6117	RPA1	0	1	1	0
6118	RPA2	1	1	1	0
6119	RPA3	1	1	1	0
6120	RPE	1	1	1	0
6121	RPE65	0	0	1	0
6122	RPL3	1	1	1	0
6124	RPL4	1	1	1	0
6125	RPL5	1	1	1	0
6128	RPL6	1	1	1	0
6129	RPL7	0	0	1	0
6130	RPL7A	0	0	1	0
6132	RPL8	1	1	1	0
6133	RPL9	1	1	1	0
6134	RPL10	0	0	1	0
6135	RPL11	1	1	1	0
6136	RPL12	0	1	1	0
6137	RPL13	1	1	1	0
6138	RPL15	1	1	1	0
6139	RPL17	1	1	1	0
6141	RPL18	1	1	1	0
6142	RPL18A	1	1	1	0
6143	RPL19	1	1	1	0
6144	RPL21	0	0	1	0
6146	RPL22	0	0	1	0
6147	RPL23A	1	1	1	0
6150	MRPL23	0	1	1	0
6152	RPL24	0	1	1	0
6154	RPL26	0	0	1	0
6155	RPL27	1	1	1	0
6156	RPL30	1	1	1	0
6157	RPL27A	1	1	1	0
6158	RPL28	1	1	1	0
6159	RPL29	0	0	1	0
6160	RPL31	1	1	1	0
6161	RPL32	1	1	1	0
6164	RPL34	1	1	1	0
6165	RPL35A	1	1	1	0
6166	RPL36AL	1	1	1	0
6167	RPL37	0	0	1	0
6168	RPL37A	1	1	1	0
6169	RPL38	0	0	1	0
6170	RPL39	0	1	1	0
6171	RPL41	0	0	1	0
6173	RPL36A	0	0	1	0
6175	RPLP0	1	1	1	0
6176	RPLP1	1	1	1	0
6181	RPLP2	0	1	1	0
6182	MRPL12	1	1	1	0
6183	MRPS12	0	0	1	0
6184	RPN1	1	1	1	0
6185	RPN2	1	1	1	0
6187	RPS2	1	1	1	0
6188	RPS3	1	1	1	0
6189	RPS3A	1	1	1	0
6191	RPS4X	1	1	1	0
6192	RPS4Y1	1	1	1	0
6193	RPS5	1	1	1	0
6194	RPS6	1	1	1	0
6195	RPS6KA1	1	1	1	0
6196	RPS6KA2	0	0	1	0
6197	RPS6KA3	0	1	1	0
6198	RPS6KB1	0	1	1	0
6199	RPS6KB2	0	0	1	0
6201	RPS7	1	1	1	0
6202	RPS8	0	1	1	0
6203	RPS9	0	0	1	0
6204	RPS10	1	1	1	0
6205	RPS11	1	1	1	0
6206	RPS12	1	1	1	0
6207	RPS13	1	1	1	0
6208	RPS14	1	1	1	0
6209	RPS15	0	1	1	0
6210	RPS15A	1	1	1	0
6217	RPS16	1	1	1	0
6218	RPS17	1	1	1	0
6222	RPS18	0	0	1	0
6223	RPS19	1	1	1	0
6224	RPS20	0	1	1	0
6227	RPS21	1	1	1	0
6228	RPS23	0	0	1	0
6229	RPS24	1	1	1	0
6230	RPS25	1	1	1	0
6231	RPS26	1	1	1	0
6232	RPS27	1	1	1	0
6233	RPS27A	1	1	1	0
6234	RPS28	1	1	1	0
6235	RPS29	1	1	1	0
6236	RRAD	0	0	1	0
6237	RRAS	0	0	1	0
6238	RRBP1	0	1	1	0
6240	RRM1	1	1	1	0
6241	RRM2	1	1	1	0
6242	RTKN	1	1	1	0
6247	RS1	0	0	1	0
6248	RSC1A1	0	0	1	0
6249	CLIP1	0	1	1	0
6251	RSU1	1	1	1	0
6252	RTN1	1	1	1	0
6253	RTN2	1	1	1	0
6256	RXRA	1	1	1	0
6257	RXRB	1	1	1	0
6258	RXRG	1	1	1	0
6259	RYK	0	0	1	0
6271	S100A1	1	1	1	0
6272	SORT1	0	0	1	0
6273	S100A2	1	1	1	0
6274	S100A3	1	1	1	0
6275	S100A4	1	1	1	0
6277	S100A6	1	1	1	0
6278	S100A7	1	1	1	0
6279	S100A8	1	1	1	0
6280	S100A9	0	0	1	0
6281	S100A10	1	1	1	0
6282	S100A11	1	1	1	0
6283	S100A12	0	1	1	0
6284	S100A13	1	1	1	0
6285	S100B	1	1	1	0
6286	S100P	1	1	1	0
6288	SAA1	1	1	1	0
6289	SAA2	0	1	1	0
6291	SAA4	1	1	1	0
6293	VPS52	0	1	1	0
6294	SAFB	0	1	1	0
6295	SAG	0	0	1	0
6296	ACSM3	1	1	1	0
6297	SALL2	1	1	1	0
6299	SALL1	0	0	1	0
6300	MAPK12	1	1	1	0
6301	SARS	1	1	1	0
6302	TSPAN31	1	1	1	0
6303	SAT1	1	1	1	0
6304	SATB1	1	1	1	0
6305	SBF1	0	0	1	0
6307	MSMO1	1	1	1	0
6309	SC5DL	1	1	1	0
6310	ATXN1	0	1	1	0
6311	ATXN2	0	1	1	0
6314	ATXN7	0	0	1	0
6317	SERPINB3	1	1	1	0
6318	SERPINB4	1	1	1	0
6319	SCD	0	0	1	0
6320	CLEC11A	0	1	1	0
6322	SCML1	0	0	1	0
6324	SCN1B	1	1	1	0
6326	SCN2A	0	0	1	0
6327	SCN2B	0	1	1	0
6331	SCN5A	0	0	1	0
6338	SCNN1B	0	1	1	0
6339	SCNN1D	0	1	1	0
6340	SCNN1G	0	1	1	0
6341	SCO1	1	1	1	0
6342	SCP2	1	1	1	0
6343	SCT	0	0	1	0
6344	SCTR	0	1	1	0
6345	SRL	0	0	1	0
6346	CCL1	0	0	1	0
6347	CCL2	1	1	1	0
6348	CCL3	0	0	1	0
6349	CCL3L1	0	0	1	0
6351	CCL4	0	1	1	0
6352	CCL5	1	1	1	0
6354	CCL7	0	1	1	0
6355	CCL8	0	1	1	0
6356	CCL11	0	1	1	0
6357	CCL13	1	1	1	0
6358	CCL14	0	1	1	0
6359	CCL15	0	0	1	0
6360	CCL16	0	1	1	0
6361	CCL17	0	0	1	0
6362	CCL18	0	1	1	0
6363	CCL19	1	1	1	0
6364	CCL20	0	1	1	0
6366	CCL21	1	1	1	0
6367	CCL22	1	1	1	0
6368	CCL23	0	0	1	0
6369	CCL24	0	1	1	0
6370	CCL25	0	1	1	0
6372	CXCL6	1	1	1	0
6373	CXCL11	1	1	1	0
6374	CXCL5	1	1	1	0
6375	XCL1	0	1	1	0
6376	CX3CL1	1	1	1	0
6382	SDC1	1	1	1	0
6383	SDC2	0	1	1	0
6385	SDC4	0	1	1	0
6386	SDCBP	0	1	1	0
6388	SDF2	1	1	1	0
6389	SDHA	1	1	1	0
6390	SDHB	0	0	1	0
6391	SDHC	1	1	1	0
6392	SDHD	1	1	1	0
6396	SEC13	1	1	1	0
6397	SEC14L1	0	1	1	0
6398	SECTM1	1	1	1	0
6399	TRAPPC2	0	0	1	0
6401	SELE	0	1	1	0
6402	SELL	0	1	1	0
6403	SELP	0	1	1	0
6404	SELPLG	1	1	1	0
6405	SEMA3F	0	1	1	0
6406	SEMG1	1	1	1	0
6407	SEMG2	0	0	1	0
6414	SEPP1	0	1	1	0
6416	MAP2K4	0	0	1	0
6418	SET	1	1	1	0
6419	SETMAR	1	1	1	0
6421	SFPQ	0	0	1	0
6422	SFRP1	0	0	1	0
6423	SFRP2	1	1	1	0
6424	SFRP4	0	1	1	0
6426	SRSF1	1	1	1	0
6427	SRSF2	0	1	1	0
6428	SRSF3	0	0	1	0
6429	SRSF4	1	1	1	0
6430	SRSF5	1	1	1	0
6431	SRSF6	1	1	1	0
6432	SRSF7	1	1	1	0
6433	SFSWAP	0	0	1	0
6434	TRA2B	0	0	1	0
6439	SFTPB	1	1	1	0
6440	SFTPC	1	1	1	0
6441	SFTPD	0	1	1	0
6442	SGCA	1	1	1	0
6443	SGCB	0	0	1	0
6444	SGCD	0	1	1	0
6445	SGCG	0	0	1	0
6446	SGK1	1	1	1	0
6447	SCG5	1	1	1	0
6448	SGSH	0	1	1	0
6449	SGTA	1	1	1	0
6450	SH3BGR	1	1	1	0
6451	SH3BGRL	1	1	1	0
6452	SH3BP2	0	0	1	0
6453	ITSN1	0	1	1	0
6455	SH3GL1	1	1	1	0
6456	SH3GL2	1	1	1	0
6457	SH3GL3	0	1	1	0
6462	SHBG	0	0	1	0
6464	SHC1	1	1	1	0
6468	FBXW4	1	1	1	0
6469	SHH	0	0	1	0
6470	SHMT1	1	1	1	0
6472	SHMT2	1	1	1	0
6473	SHOX	0	0	1	0
6474	SHOX2	0	1	1	0
6477	SIAH1	1	1	1	0
6478	SIAH2	0	0	1	0
6480	ST6GAL1	0	1	1	0
6482	ST3GAL1	1	1	1	0
6483	ST3GAL2	1	1	1	0
6484	ST3GAL4	1	1	1	0
6487	ST3GAL3	0	1	1	0
6489	ST8SIA1	0	1	1	0
6490	PMEL	1	1	1	0
6491	STIL	0	1	1	0
6492	SIM1	0	0	1	0
6493	SIM2	0	1	1	0
6494	SIPA1	0	0	1	0
6495	SIX1	1	1	1	0
6496	SIX3	0	0	1	0
6497	SKI	0	0	1	0
6498	SKIL	0	1	1	0
6499	SKIV2L	1	1	1	0
6500	SKP1	1	1	1	0
6502	SKP2	1	1	1	0
6503	SLA	1	1	1	0
6504	SLAMF1	1	1	1	0
6505	SLC1A1	1	1	1	0
6506	SLC1A2	0	1	1	0
6507	SLC1A3	0	0	1	0
6508	SLC4A3	0	0	1	0
6509	SLC1A4	0	0	1	0
6510	SLC1A5	0	1	1	0
6511	SLC1A6	1	1	1	0
6512	SLC1A7	1	1	1	0
6513	SLC2A1	0	1	1	0
6514	SLC2A2	0	1	1	0
6515	SLC2A3	1	1	1	0
6517	SLC2A4	0	1	1	0
6518	SLC2A5	1	1	1	0
6519	SLC3A1	0	1	1	0
6520	SLC3A2	1	1	1	0
6521	SLC4A1	0	0	1	0
6522	SLC4A2	1	1	1	0
6523	SLC5A1	0	0	1	0
6524	SLC5A2	0	1	1	0
6525	SMTN	1	1	1	0
6526	SLC5A3	0	0	1	0
6527	SLC5A4	0	0	1	0
6528	SLC5A5	0	0	1	0
6529	SLC6A1	1	1	1	0
6530	SLC6A2	0	0	1	0
6533	SLC6A6	1	1	1	0
6534	SLC6A7	0	1	1	0
6535	SLC6A8	0	1	1	0
6536	SLC6A9	0	0	1	0
6538	SLC6A11	1	1	1	0
6539	SLC6A12	0	1	1	0
6540	SLC6A13	0	1	1	0
6541	SLC7A1	0	1	1	0
6542	SLC7A2	0	1	1	0
6543	SLC8A2	0	0	1	0
6545	SLC7A4	0	1	1	0
6546	SLC8A1	0	0	1	0
6547	SLC8A3	0	1	1	0
6548	SLC9A1	1	1	1	0
6549	SLC9A2	0	0	1	0
6553	SLC9A5	0	0	1	0
6554	SLC10A1	0	1	1	0
6555	SLC10A2	0	1	1	0
6556	SLC11A1	0	1	1	0
6557	SLC12A1	0	1	1	0
6559	SLC12A3	0	0	1	0
6560	SLC12A4	1	1	1	0
6561	SLC13A1	0	0	1	0
6563	SLC14A1	0	0	1	0
6564	SLC15A1	0	1	1	0
6565	SLC15A2	0	0	1	0
6566	SLC16A1	0	1	1	0
6567	SLC16A2	0	0	1	0
6568	SLC17A1	0	0	1	0
6569	SLC34A1	0	1	1	0
6570	SLC18A1	1	1	1	0
6571	SLC18A2	0	1	1	0
6572	SLC18A3	1	1	1	0
6573	SLC19A1	0	0	1	0
6574	SLC20A1	1	1	1	0
6575	SLC20A2	1	1	1	0
6576	SLC25A1	1	1	1	0
6578	SLCO2A1	0	0	1	0
6579	SLCO1A2	0	0	1	0
6580	SLC22A1	0	1	1	0
6582	SLC22A2	0	1	1	0
6583	SLC22A4	0	1	1	0
6584	SLC22A5	1	1	1	0
6585	SLIT1	0	0	1	0
6586	SLIT3	0	0	1	0
6588	SLN	1	1	1	0
6590	SLPI	0	1	1	0
6591	SNAI2	1	1	1	0
6595	SMARCA2	0	1	1	0
6596	HLTF	0	0	1	0
6597	SMARCA4	0	1	1	0
6598	SMARCB1	0	1	1	0
6599	SMARCC1	0	1	1	0
6601	SMARCC2	0	1	1	0
6602	SMARCD1	1	1	1	0
6603	SMARCD2	0	1	1	0
6604	SMARCD3	0	1	1	0
6605	SMARCE1	0	1	1	0
6607	SMN2	1	1	1	0
6608	SMO	0	0	1	0
6609	SMPD1	0	1	1	0
6610	SMPD2	1	1	1	0
6611	SMS	1	1	1	0
6612	SUMO3	1	1	1	0
6613	SUMO2	1	1	1	0
6615	SNAI1	1	1	1	0
6616	SNAP25	1	1	1	0
6617	SNAPC1	1	1	1	0
6618	SNAPC2	1	1	1	0
6619	SNAPC3	1	1	1	0
6620	SNCB	0	0	1	0
6622	SNCA	0	1	1	0
6623	SNCG	1	1	1	0
6624	FSCN1	1	1	1	0
6625	SNRNP70	0	0	1	0
6626	SNRPA	1	1	1	0
6627	SNRPA1	0	1	1	0
6628	SNRPB	0	1	1	0
6629	SNRPB2	1	1	1	0
6631	SNRPC	0	1	1	0
6632	SNRPD1	1	1	1	0
6633	SNRPD2	1	1	1	0
6634	SNRPD3	0	0	1	0
6635	SNRPE	1	1	1	0
6636	SNRPF	0	1	1	0
6637	SNRPG	1	1	1	0
6638	SNRPN	1	1	1	0
6640	SNTA1	0	0	1	0
6642	SNX1	1	1	1	0
6643	SNX2	0	0	1	0
6645	SNTB2	0	0	1	0
6646	SOAT1	1	1	1	0
6647	SOD1	1	1	1	0
6648	SOD2	1	1	1	0
6649	SOD3	0	1	1	0
6650	SOLH	0	0	1	0
6652	SORD	1	1	1	0
6653	SORL1	0	0	1	0
6654	SOS1	0	0	1	0
6655	SOS2	0	1	1	0
6657	SOX2	0	1	1	0
6658	SOX3	0	0	1	0
6659	SOX4	0	0	1	0
6660	SOX5	0	1	1	0
6662	SOX9	0	0	1	0
6663	SOX10	0	1	1	0
6664	SOX11	0	0	1	0
6665	SOX15	0	1	1	0
6666	SOX12	0	0	1	0
6667	SP1	0	1	1	0
6668	SP2	1	1	1	0
6670	SP3	0	1	1	0
6671	SP4	0	1	1	0
6672	SP100	1	1	1	0
6674	SPAG1	0	0	1	0
6675	UAP1	1	1	1	0
6676	SPAG4	0	0	1	0
6677	SPAM1	1	1	1	0
6678	SPARC	1	1	1	0
6683	SPAST	0	0	1	0
6687	SPG7	1	1	1	0
6688	SPI1	0	0	1	0
6689	SPIB	1	1	1	0
6690	SPINK1	1	1	1	0
6691	SPINK2	1	1	1	0
6692	SPINT1	1	1	1	0
6693	SPN	0	1	1	0
6695	SPOCK1	1	1	1	0
6696	SPP1	1	1	1	0
6697	SPR	0	0	1	0
6698	SPRR1A	0	0	1	0
6699	SPRR1B	0	1	1	0
6700	SPRR2A	0	1	1	0
6701	SPRR2B	0	0	1	0
6704	SPRR2E	0	0	1	0
6705	SPRR2F	0	0	1	0
6706	SPRR2G	0	0	1	0
6707	SPRR3	0	0	1	0
6710	SPTB	1	1	1	0
6711	SPTBN1	0	0	1	0
6713	SQLE	1	1	1	0
6714	SRC	1	1	1	0
6715	SRD5A1	1	1	1	0
6716	SRD5A2	0	1	1	0
6717	SRI	1	1	1	0
6718	AKR1D1	0	1	1	0
6720	SREBF1	0	1	1	0
6721	SREBF2	0	0	1	0
6722	SRF	0	0	1	0
6723	SRM	1	1	1	0
6725	SRMS	0	0	1	0
6726	SRP9	1	1	1	0
6727	SRP14	0	1	1	0
6728	SRP19	1	1	1	0
6729	SRP54	1	1	1	0
6730	SRP68	0	0	1	0
6731	SRP72	0	0	1	0
6732	SRPK1	1	1	1	0
6733	SRPK2	1	1	1	0
6734	SRPR	1	1	1	0
6736	SRY	0	0	1	0
6737	TRIM21	1	1	1	0
6738	TROVE2	0	1	1	0
6741	SSB	0	0	1	0
6742	SSBP1	0	1	1	0
6744	SSFA2	1	1	1	0
6745	SSR1	0	1	1	0
6746	SSR2	0	0	1	0
6747	SSR3	1	1	1	0
6748	SSR4	0	0	1	0
6749	SSRP1	1	1	1	0
6751	SSTR1	1	1	1	0
6752	SSTR2	1	1	1	0
6753	SSTR3	0	0	1	0
6754	SSTR4	0	1	1	0
